code,tradeStatus,code_name,is_etf,is_index,ipoDate,outDate,type,status
sh.516320,1,华夏中证装备产业ETF,True,False,2021-06-08,,5,1
sh.516330,1,华泰柏瑞中证物联网主题ETF,True,False,2021-04-09,,5,1
sh.516350,1,易方达中证芯片产业ETF,True,False,2021-12-23,,5,1
sh.516360,1,华宝新材料ETF,True,False,2021-05-13,,5,1
sh.516370,1,汇添富中证全指电力公用事业ETF,True,False,2026-04-03,,5,1
sh.516380,1,华宝智能电动汽车ETF,True,False,2021-06-18,,5,1
sh.516390,1,汇添富中证新能源汽车产业ETF,True,False,2021-06-18,,5,1
sh.516460,1,鹏华中证800自由现金流ETF,True,False,2025-04-28,,5,1
sh.516500,1,华夏中证生物科技主题ETF,True,False,2021-03-17,,5,1
sh.516510,1,易方达中证云计算与大数据主题ETF,True,False,2021-04-07,,5,1
sh.516520,1,华泰柏瑞中证智能汽车主题ETF,True,False,2021-03-01,,5,1
sh.516530,1,银华中证现代物流ETF,True,False,2022-01-17,,5,1
sh.516550,1,嘉实中证大农业ETF,True,False,2021-04-08,,5,1
sh.516560,1,华宝中证养老产业ETF,True,False,2021-09-16,,5,1
sh.516570,1,易方达中证石化产业ETF,True,False,2021-06-18,,5,1
sh.516580,1,博时中证新能源ETF,True,False,2021-07-26,,5,1
sh.516590,1,易方达中证智能电动汽车ETF,True,False,2021-05-12,,5,1
