timestamp,current,high,open,low,close,chg,percent,amount,volume,avg,date
2013-03-04,1064.4928,,,,1064.4928,-31.0247,-2.83%,,,,2013-03-04
2013-03-05,1086.5865,,,,1086.5865,22.0937,2.08%,,,,2013-03-05
2013-03-06,1107.7694,,,,1107.7694,21.1829,1.95%,,,,2013-03-06
2013-03-07,1090.3863,,,,1090.3863,-17.3831,-1.57%,,,,2013-03-07
2013-03-08,1079.932,,,,1079.932,-10.4543,-0.96%,,,,2013-03-08
2013-03-11,1082.2049,,,,1082.2049,2.2729,0.21%,,,,2013-03-11
2013-03-12,1064.27,,,,1064.27,-17.9349,-1.66%,,,,2013-03-12
2013-03-13,1055.2446,,,,1055.2446,-9.0254,-0.85%,,,,2013-03-13
2013-03-14,1062.9478,,,,1062.9478,7.7032,0.73%,,,,2013-03-14
2013-03-15,1067.2792,,,,1067.2792,4.3314,0.41%,,,,2013-03-15
2013-03-18,1062.1593,,,,1062.1593,-5.1199,-0.48%,,,,2013-03-18
2013-03-19,1069.4152,,,,1069.4152,7.2559,0.68%,,,,2013-03-19
2013-03-20,1091.7661,,,,1091.7661,22.3509,2.09%,,,,2013-03-20
2013-03-21,1103.5826,,,,1103.5826,11.8165,1.08%,,,,2013-03-21
